Id,Opponent,DateTime,Serie,Result,ResultCode,Stadion,Home_match,HomeMatchInfo,FullInfo,Referee
16114,IFK Mariehamn,21.8.2016 18.30.00,Veikkausliiga,1-0,2,Wiklöf Holding Arena,False,Away,Veikkausliiga 21.08.2016 18.30 IFK Mariehamn - HIFK 1-0     Wiklöf Holding Arena,
16113,Ilves,13.8.2016 16.00.00,Veikkausliiga,3-1,2,Tammelan Stadion,False,Away,Veikkausliiga 13.08.2016 16.00 Ilves - HIFK 3-1     Tammelan Stadion,
16112,HJK,10.8.2016 18.30.00,Veikkausliiga,0-0,0,Bolt Arena,True,Home,Veikkausliiga 10.08.2016 18.30 HIFK - HJK 0-0     Bolt Arena,
16111,IFK Mariehamn,7.8.2016 18.30.00,Veikkausliiga,2-5,1,Wiklöf Holding Arena,False,Away,Veikkausliiga 07.08.2016 18.30 IFK Mariehamn - HIFK 2-5     Wiklöf Holding Arena,
16110,SJK,30.7.2016 16.00.00,Veikkausliiga,1-1,0,Bolt Arena,True,Home,Veikkausliiga 30.07.2016 16.00 HIFK - SJK 1-1     Bolt Arena,
16109,RoPS,24.7.2016 18.30.00,Veikkausliiga,1-0,2,Rovaniemen keskuskenttä,False,Away,Veikkausliiga 24.07.2016 18.30 RoPS - HIFK 1-0     Rovaniemen keskuskenttä,
16108,VPS,18.7.2016 18.30.00,Veikkausliiga,0-1,2,Bolt Arena,True,Home,Veikkausliiga 18.07.2016 18.30 HIFK - VPS 0-1     Bolt Arena,
16107,KuPS,10.7.2016 17.00.00,Veikkausliiga,1-0,2,Savon Sanomat Areena,False,Away,Veikkausliiga 10.07.2016 17.00 KuPS - HIFK 1-0     Savon Sanomat Areena,
16106,PS Kemi,3.7.2016 18.30.00,Veikkausliiga,1-2,1,Sauvosaaren urheilupuisto,False,Away,Veikkausliiga 03.07.2016 18.30 PS Kemi - HIFK 1-2     Sauvosaaren urheilupuisto,
16105,FC Lahti,18.6.2016 13.30.00,Veikkausliiga,2-2,0,Bolt Arena,True,Home,Veikkausliiga 18.06.2016 13.30 HIFK - FC Lahti 2-2     Bolt Arena,
16104,FC Inter,12.6.2016 13.30.00,Veikkausliiga,1-0,2,Veritas Stadion,False,Away,Veikkausliiga 12.06.2016 13.30 FC Inter - HIFK 1-0     Veritas Stadion,
16103,PK-35 Vantaa,9.6.2016 18.30.00,Veikkausliiga,1-2,2,Bolt Arena,True,Home,Veikkausliiga 09.06.2016 18.30 HIFK - PK-35 Vantaa 1-2     Bolt Arena,
16102,Ilves,29.5.2016 18.30.00,Veikkausliiga,0-1,2,Bolt Arena,True,Home,Veikkausliiga 29.05.2016 18.30 HIFK - Ilves 0-1     Bolt Arena,
16101,HJK,26.5.2016 18.30.00,Veikkausliiga,2-1,2,Bolt Arena,False,Away,Veikkausliiga 26.05.2016 18.30 HJK - HIFK 2-1     Bolt Arena,
16100,IFK Mariehamn,20.5.2016 18.30.00,Veikkausliiga,0-1,2,Bolt Arena,True,Home,Veikkausliiga 20.05.2016 18.30 HIFK - IFK Mariehamn 0-1     Bolt Arena,
16099,SJK,14.5.2016 16.00.00,Veikkausliiga,2-1,2,OmaSp Stadion,False,Away,Veikkausliiga 14.05.2016 16.00 SJK - HIFK 2-1     OmaSp Stadion,
16098,RoPS,9.5.2016 18.00.00,Veikkausliiga,1-1,0,Bolt Arena,True,Home,Veikkausliiga 09.05.2016 18.00 HIFK - RoPS 1-1     Bolt Arena,
16097,VPS,4.5.2016 18.30.00,Veikkausliiga,3-1,2,Elisa Stadion,False,Away,Veikkausliiga 04.05.2016 18.30 VPS - HIFK 3-1     Elisa Stadion,
16096,KuPS,28.4.2016 18.30.00,Veikkausliiga,3-2,1,Bolt Arena,True,Home,Veikkausliiga 28.04.2016 18.30 HIFK - KuPS 3-2     Bolt Arena,
16095,PS Kemi,25.4.2016 18.30.00,Veikkausliiga,0-0,0,Bolt Arena,True,Home,Veikkausliiga 25.04.2016 18.30 HIFK - PS Kemi 0-0     Bolt Arena,
16094,FC Lahti,18.4.2016 18.30.00,Veikkausliiga,2-2,0,Lahden kisapuisto,False,Away,Veikkausliiga 18.04.2016 18.30 FC Lahti - HIFK 2-2     Lahden kisapuisto,
16093,FC Inter,14.4.2016 18.30.00,Veikkausliiga,1-2,2,Bolt Arena,True,Home,Veikkausliiga 14.04.2016 18.30 HIFK - FC Inter 1-2     Bolt Arena,
16092,PK-35 Vantaa,9.4.2016 16.00.00,Veikkausliiga,0-2,1,Myyrmäen jalkapallostasion,False,Away,Veikkausliiga 09.04.2016 16.00 PK-35 Vantaa - HIFK 0-2     Myyrmäen jalkapallostasion,
